Date,Open,High,Low,Close,Adj Close,Volume
2019-03-11,27650.000000,27650.000000,27300.000000,27525.000000,27275.662109,6493800
2019-03-12,27700.000000,27700.000000,27250.000000,27500.000000,27250.888672,8035700
2019-03-13,27250.000000,27525.000000,27250.000000,27500.000000,27250.888672,3544400
2019-03-14,27250.000000,27475.000000,27250.000000,27400.000000,27151.794922,8219200
2019-03-15,27600.000000,27725.000000,27425.000000,27700.000000,27449.076172,8351900
2019-03-18,27775.000000,27800.000000,27675.000000,27750.000000,27498.623047,8558200
2019-03-19,27700.000000,27725.000000,27425.000000,27450.000000,27201.341797,10305400
2019-03-20,27700.000000,27775.000000,27325.000000,27350.000000,27102.248047,8477700
2019-03-21,27450.000000,27600.000000,27325.000000,27375.000000,27127.021484,7973200
2019-03-22,27325.000000,27500.000000,27325.000000,27425.000000,27176.568359,5920200
2019-03-25,27200.000000,27500.000000,27200.000000,27275.000000,27027.927734,4610900
2019-03-26,27400.000000,27550.000000,27275.000000,27350.000000,27102.248047,3979100
2019-03-27,27550.000000,27550.000000,27300.000000,27425.000000,27176.568359,3560900
2019-03-28,27300.000000,27425.000000,27125.000000,27350.000000,27102.248047,6437500
2019-03-29,27575.000000,27650.000000,27300.000000,27550.000000,27300.435547,7246800
2019-04-01,27750.000000,27750.000000,27400.000000,27500.000000,27250.888672,4357200
2019-04-02,27650.000000,27850.000000,27400.000000,27500.000000,27250.888672,7370600
2019-04-03,27500.000000,27500.000000,27500.000000,27500.000000,27250.888672,0
2019-04-04,27700.000000,27800.000000,27450.000000,27700.000000,27449.076172,9622400
2019-04-05,27800.000000,27800.000000,27625.000000,27650.000000,27399.529297,4382700
2019-04-08,27525.000000,27700.000000,27250.000000,27400.000000,27151.794922,7982000
2019-04-09,27675.000000,27750.000000,27575.000000,27675.000000,27424.302734,5889400
2019-04-10,27750.000000,27775.000000,27575.000000,27625.000000,27374.755859,3901700
2019-04-11,27800.000000,27800.000000,27400.000000,27400.000000,27151.794922,5071200
2019-04-12,27300.000000,27550.000000,27300.000000,27500.000000,27250.888672,3715400
2019-04-15,27800.000000,27850.000000,27450.000000,27525.000000,27275.662109,13630400
2019-04-16,27475.000000,27525.000000,27375.000000,27475.000000,27226.115234,14203400
2019-04-17,27475.000000,27475.000000,27475.000000,27475.000000,27226.115234,0
2019-04-18,28000.000000,29025.000000,27900.000000,28125.000000,27870.226563,25866500
2019-04-19,28125.000000,28125.000000,28125.000000,28125.000000,27870.226563,0
2019-04-22,28125.000000,28400.000000,27925.000000,28125.000000,27870.226563,12567500
2019-04-23,28400.000000,28550.000000,27975.000000,28150.000000,27895.000000,9730800
2019-04-24,28200.000000,28200.000000,28000.000000,28150.000000,28150.000000,9395000
2019-04-25,27675.000000,28100.000000,27625.000000,27975.000000,27975.000000,12296500
2019-04-26,27925.000000,28225.000000,27850.000000,28100.000000,28100.000000,13240900
2019-04-29,28050.000000,28475.000000,27975.000000,28425.000000,28425.000000,13096100
2019-04-30,28350.000000,28800.000000,28350.000000,28750.000000,28750.000000,21521500
2019-05-01,28750.000000,28750.000000,28750.000000,28750.000000,28750.000000,0
2019-05-02,29000.000000,29050.000000,28375.000000,28425.000000,28425.000000,16175900
2019-05-03,28400.000000,28750.000000,28075.000000,28375.000000,28375.000000,11648900
2019-05-06,28000.000000,28300.000000,27975.000000,28100.000000,28100.000000,7329900
2019-05-07,28375.000000,28550.000000,28250.000000,28300.000000,28300.000000,11835400
2019-05-08,28000.000000,28500.000000,27975.000000,28500.000000,28500.000000,11812400
2019-05-09,28500.000000,28500.000000,28125.000000,28150.000000,28150.000000,25327300
2019-05-10,28050.000000,28400.000000,28000.000000,28050.000000,28050.000000,15226100
2019-05-13,28400.000000,28475.000000,28000.000000,28050.000000,28050.000000,12744100
2019-05-14,27800.000000,28150.000000,27475.000000,27475.000000,27475.000000,22960100
2019-05-15,27775.000000,27775.000000,27225.000000,27300.000000,27300.000000,14413000
2019-05-16,27300.000000,27400.000000,26400.000000,26400.000000,26400.000000,17587800
2019-05-17,26400.000000,26550.000000,25900.000000,25900.000000,25900.000000,14841400
2019-05-20,25900.000000,26950.000000,25700.000000,26900.000000,26900.000000,10952900
2019-05-21,27350.000000,27475.000000,27000.000000,27300.000000,27300.000000,19474200
2019-05-22,27650.000000,27650.000000,27000.000000,27300.000000,27300.000000,7703800
2019-05-23,27200.000000,28025.000000,26700.000000,28025.000000,28025.000000,10985200
2019-05-24,28050.000000,28150.000000,28025.000000,28050.000000,28050.000000,7480400
2019-05-27,27675.000000,28500.000000,27650.000000,28425.000000,28425.000000,13712800
2019-05-28,28275.000000,28850.000000,28275.000000,28675.000000,28675.000000,41984600
2019-05-29,29000.000000,29475.000000,28650.000000,28700.000000,28700.000000,26608900
2019-05-30,28700.000000,28700.000000,28700.000000,28700.000000,28700.000000,0
2019-05-31,28700.000000,29350.000000,28675.000000,29100.000000,29100.000000,19375000
2019-06-03,29100.000000,29100.000000,29100.000000,29100.000000,29100.000000,0
2019-06-04,29100.000000,29100.000000,29100.000000,29100.000000,29100.000000,0
2019-06-05,29100.000000,29100.000000,29100.000000,29100.000000,29100.000000,0
2019-06-06,29100.000000,29100.000000,29100.000000,29100.000000,29100.000000,0
2019-06-07,29100.000000,29100.000000,29100.000000,29100.000000,29100.000000,0
2019-06-10,30000.000000,30950.000000,29050.000000,29400.000000,29400.000000,35847600
2019-06-11,29500.000000,29800.000000,29225.000000,29550.000000,29550.000000,14580200
2019-06-12,29200.000000,29500.000000,29100.000000,29225.000000,29225.000000,13851100
2019-06-13,29425.000000,29425.000000,28950.000000,29025.000000,29025.000000,15760500
2019-06-14,29225.000000,29225.000000,28950.000000,29000.000000,29000.000000,11444100
2019-06-17,29050.000000,29200.000000,28950.000000,28975.000000,28975.000000,16724800
2019-06-18,28975.000000,29500.000000,28975.000000,29500.000000,29500.000000,15757600
2019-06-19,29500.000000,29800.000000,29450.000000,29700.000000,29700.000000,13388900
2019-06-20,29500.000000,29700.000000,29025.000000,29550.000000,29550.000000,11900900
2019-06-21,29550.000000,29675.000000,29200.000000,29400.000000,29400.000000,28829800
2019-06-24,29475.000000,29500.000000,29325.000000,29375.000000,29375.000000,6016800
2019-06-25,29650.000000,29800.000000,29375.000000,29550.000000,29550.000000,8112300
2019-06-26,29700.000000,29700.000000,29300.000000,29325.000000,29325.000000,11866900
2019-06-27,29250.000000,29675.000000,29025.000000,29675.000000,29675.000000,15505000
2019-06-28,29900.000000,29975.000000,29800.000000,29975.000000,29975.000000,16183800
2019-07-01,29975.000000,30125.000000,29825.000000,29950.000000,29950.000000,11322500
2019-07-02,29950.000000,30000.000000,29750.000000,30000.000000,30000.000000,9712700
2019-07-03,29750.000000,30000.000000,29700.000000,30000.000000,30000.000000,8728000
2019-07-04,30000.000000,30050.000000,29825.000000,29950.000000,29950.000000,5644900
2019-07-05,30100.000000,30100.000000,29850.000000,29850.000000,29850.000000,6544500
2019-07-08,29675.000000,29800.000000,29325.000000,29400.000000,29400.000000,7672200
2019-07-09,29350.000000,30000.000000,29350.000000,30000.000000,30000.000000,9548100
2019-07-10,30000.000000,30200.000000,29975.000000,30000.000000,30000.000000,10436700
2019-07-11,30100.000000,30125.000000,29900.000000,30125.000000,30125.000000,6855900
2019-07-12,30000.000000,30150.000000,29975.000000,30050.000000,30050.000000,5967600
2019-07-15,30300.000000,30575.000000,30175.000000,30525.000000,30525.000000,12290700
2019-07-16,30400.000000,30525.000000,30350.000000,30425.000000,30425.000000,7615000
2019-07-17,30400.000000,30750.000000,30225.000000,30750.000000,30750.000000,9097400
2019-07-18,30500.000000,30850.000000,30275.000000,30725.000000,30725.000000,8725100
2019-07-19,30975.000000,31050.000000,30750.000000,31000.000000,31000.000000,8794700
2019-07-22,31300.000000,31450.000000,31000.000000,31450.000000,31450.000000,7462900
2019-07-23,31200.000000,31450.000000,31025.000000,31175.000000,31175.000000,7825900
2019-07-24,31300.000000,31325.000000,30825.000000,31250.000000,31250.000000,10268700
2019-07-25,31350.000000,31375.000000,31000.000000,31250.000000,31250.000000,10695500
2019-07-26,31250.000000,31250.000000,30950.000000,30975.000000,30975.000000,10359500
2019-07-29,31100.000000,31150.000000,30800.000000,30950.000000,30950.000000,13701900
2019-07-30,31025.000000,31250.000000,30950.000000,31100.000000,31100.000000,7645100
2019-07-31,30950.000000,31200.000000,30900.000000,30950.000000,30950.000000,12825800
2019-08-01,30950.000000,31350.000000,30925.000000,31050.000000,31050.000000,15645600
2019-08-02,30800.000000,31025.000000,30800.000000,30825.000000,30825.000000,12597900
2019-08-05,31075.000000,31075.000000,30000.000000,30000.000000,30000.000000,18184800
2019-08-06,29400.000000,29775.000000,28825.000000,29400.000000,29400.000000,36659200
2019-08-07,29875.000000,30250.000000,29525.000000,30050.000000,30050.000000,18420400
2019-08-08,30050.000000,30400.000000,29900.000000,30025.000000,30025.000000,11659100
2019-08-09,30275.000000,30600.000000,30275.000000,30325.000000,30325.000000,9623700
2019-08-12,30350.000000,30400.000000,30000.000000,30200.000000,30200.000000,10541000
2019-08-13,30000.000000,30200.000000,30000.000000,30075.000000,30075.000000,16881200
2019-08-14,30200.000000,30300.000000,29900.000000,30050.000000,30050.000000,16388400
2019-08-15,29600.000000,30000.000000,29300.000000,30000.000000,30000.000000,10512300
2019-08-16,30200.000000,30200.000000,29800.000000,29800.000000,29800.000000,9964300
2019-08-19,null,null,null,null,null,null
2019-08-20,30175.000000,30175.000000,29925.000000,29925.000000,29925.000000,11678700
2019-08-21,30000.000000,30025.000000,29875.000000,29875.000000,29875.000000,11185500
2019-08-22,29625.000000,30000.000000,29600.000000,30000.000000,30000.000000,13177600
2019-08-23,29600.000000,29975.000000,29525.000000,29975.000000,29975.000000,6616700
2019-08-26,29700.000000,30000.000000,29300.000000,29950.000000,29950.000000,8277700
2019-08-27,30200.000000,30200.000000,29750.000000,30025.000000,30025.000000,24756000
2019-08-28,30000.000000,30100.000000,29925.000000,29975.000000,29975.000000,11137600
2019-08-29,29950.000000,30125.000000,29925.000000,30025.000000,30025.000000,10305100
2019-08-30,30400.000000,30500.000000,30025.000000,30500.000000,30500.000000,14730000
2019-09-02,30500.000000,30500.000000,30000.000000,30000.000000,30000.000000,8485800
2019-09-03,30000.000000,30275.000000,30000.000000,30275.000000,30275.000000,8548700
2019-09-04,30300.000000,30300.000000,30025.000000,30100.000000,30100.000000,8395800
2019-09-05,30425.000000,30425.000000,30075.000000,30200.000000,30200.000000,10730100
2019-09-06,30300.000000,30300.000000,30125.000000,30125.000000,30125.000000,10869800
2019-09-09,30250.000000,30275.000000,29900.000000,30175.000000,30175.000000,5182400
2019-09-10,30100.000000,30275.000000,29925.000000,30275.000000,30275.000000,8058200
2019-09-11,30250.000000,30500.000000,30050.000000,30500.000000,30500.000000,9048700
2019-09-12,30500.000000,30525.000000,30050.000000,30100.000000,30100.000000,8006800
2019-09-13,30400.000000,30450.000000,30050.000000,30150.000000,30150.000000,5683900
2019-09-16,30000.000000,30075.000000,29925.000000,30025.000000,30025.000000,15457800
2019-09-17,29950.000000,30175.000000,29925.000000,30150.000000,30150.000000,18407500
2019-09-18,29950.000000,30200.000000,29950.000000,30200.000000,30200.000000,5733400
2019-09-19,30075.000000,30225.000000,30000.000000,30150.000000,30150.000000,12397700
2019-09-20,30250.000000,30250.000000,29950.000000,29950.000000,29950.000000,26686600
2019-09-23,30150.000000,30150.000000,30000.000000,30125.000000,30125.000000,9446300
2019-09-24,29900.000000,30000.000000,29700.000000,29725.000000,29725.000000,15943700
2019-09-25,29500.000000,29675.000000,28900.000000,29675.000000,29675.000000,17724000
2019-09-26,30000.000000,30300.000000,29850.000000,30300.000000,30300.000000,21971800
2019-09-27,30025.000000,30375.000000,30000.000000,30350.000000,30350.000000,9602000
2019-09-30,30350.000000,30350.000000,30025.000000,30350.000000,30350.000000,14678200
2019-10-01,30050.000000,30325.000000,30050.000000,30200.000000,30200.000000,8011400
2019-10-02,30050.000000,30350.000000,30050.000000,30250.000000,30250.000000,10475300
2019-10-03,30050.000000,30225.000000,29750.000000,30200.000000,30200.000000,10053800
2019-10-04,29900.000000,30325.000000,29900.000000,30225.000000,30225.000000,11378100
2019-10-07,30350.000000,30400.000000,30250.000000,30350.000000,30350.000000,11341100
2019-10-08,30400.000000,30500.000000,30075.000000,30500.000000,30500.000000,9399500
2019-10-09,30500.000000,30500.000000,30250.000000,30350.000000,30350.000000,8299300
2019-10-10,30100.000000,30550.000000,30100.000000,30550.000000,30550.000000,13161300
2019-10-11,30400.000000,30775.000000,30400.000000,30625.000000,30625.000000,8172700
2019-10-14,30650.000000,31000.000000,30650.000000,31000.000000,31000.000000,7502900
2019-10-15,30950.000000,30950.000000,30725.000000,30875.000000,30875.000000,8187000
2019-10-16,31000.000000,31075.000000,30875.000000,31075.000000,31075.000000,13155300
2019-10-17,30925.000000,31050.000000,30525.000000,30575.000000,30575.000000,9133300
2019-10-18,30800.000000,30850.000000,30700.000000,30800.000000,30800.000000,8201700
2019-10-21,31000.000000,31275.000000,30925.000000,31100.000000,31100.000000,11994300
2019-10-22,31350.000000,31500.000000,31125.000000,31500.000000,31500.000000,13451900
2019-10-23,31500.000000,31525.000000,31300.000000,31375.000000,31375.000000,12443800
2019-10-24,31450.000000,31600.000000,31350.000000,31500.000000,31500.000000,14620200
2019-10-25,31600.000000,31625.000000,30875.000000,31000.000000,31000.000000,12385900
2019-10-28,31000.000000,31250.000000,31000.000000,31025.000000,31025.000000,8649900
2019-10-29,31025.000000,31200.000000,30750.000000,31100.000000,31100.000000,15972300
2019-10-30,31400.000000,31425.000000,31000.000000,31325.000000,31325.000000,12147600
2019-10-31,31350.000000,31500.000000,31250.000000,31450.000000,31450.000000,11684100
2019-11-01,31500.000000,31625.000000,31375.000000,31625.000000,31625.000000,8416100
2019-11-04,31750.000000,31900.000000,31300.000000,31375.000000,31375.000000,8758900
2019-11-05,31750.000000,31800.000000,31350.000000,31800.000000,31800.000000,13232300
2019-11-06,31900.000000,31900.000000,31475.000000,31475.000000,31475.000000,12678600
2019-11-07,31675.000000,31675.000000,31250.000000,31425.000000,31425.000000,12394400
2019-11-08,31575.000000,31575.000000,31250.000000,31400.000000,31400.000000,18008100
2019-11-11,31675.000000,31700.000000,31325.000000,31475.000000,31475.000000,14041400
2019-11-12,31100.000000,31400.000000,31100.000000,31325.000000,31325.000000,9527100
2019-11-13,31325.000000,31425.000000,31325.000000,31400.000000,31400.000000,8016700
2019-11-14,31325.000000,31400.000000,31050.000000,31350.000000,31350.000000,7572400
2019-11-15,31400.000000,31450.000000,31275.000000,31375.000000,31375.000000,9427600
2019-11-18,null,null,null,null,null,null
2019-11-19,31650.000000,31750.000000,31500.000000,31575.000000,31575.000000,12023000
2019-11-20,31275.000000,31750.000000,31275.000000,31750.000000,31750.000000,8645900
2019-11-21,31750.000000,31750.000000,31500.000000,31500.000000,31500.000000,11504700
